HomeTeam,AwayTeam,FTR,HomeGoals,AwayGoals,StandingDiff,HomeWins,AwayWins,AvgHomeGoals,AvgAwayGoals,AvgHomeShots,AvgAwayShots,AvgHomeShotsOnTarget,AvgAwayShotsOnTarget,AvgHomeCorners,AvgAwayCorners,AvgHomeGoalsConceded,AvgAwayGoalsConceded,AvgHomeShotsConceded,AvgAwayShotsConceded,Year,Day
25,9,2,3,0,15,80.0,40.0,1.6,2.2,10.8,16.0,4.2,5.2,7.4,8.4,0.6,2.0,9.0,10.8,2020,11
6,18,0,0,5,16,20.0,20.0,0.8,0.4,12.6,16.0,3.8,4.4,6.2,8.8,1.8,1.4,12.2,9.6,2020,11
35,11,2,3,0,-1,40.0,40.0,0.8,1.2,13.0,11.0,2.6,3.8,4.4,3.8,0.4,2.0,6.8,11.6,2020,12
1,10,2,2,0,6,0.0,40.0,0.6,0.8,12.0,7.8,3.2,1.6,6.2,4.8,1.8,2.0,14.0,17.2,2020,12
30,0,2,2,1,-1,60.0,40.0,1.6,1.0,10.6,9.4,3.4,3.6,5.4,5.4,0.8,1.0,13.0,13.2,2020,12
4,16,2,4,1,5,20.0,0.0,1.0,0.6,11.6,14.2,3.0,3.4,6.0,4.0,1.8,1.0,13.8,10.4,2020,12
19,26,1,2,2,-10,80.0,40.0,2.6,1.6,16.4,15.4,7.2,5.2,5.4,7.0,0.4,1.8,7.8,11.6,2020,13
9,22,2,1,0,-15,80.0,0.0,2.2,0.2,17.4,11.4,7.6,3.6,5.6,4.6,0.8,2.0,7.0,13.2,2020,14
7,35,1,1,1,8,40.0,60.0,1.2,1.2,14.0,10.6,5.8,3.2,3.8,4.2,0.4,0.6,11.6,10.6,2020,15
18,4,2,2,1,-13,100.0,0.0,3.8,0.8,19.2,7.8,8.2,2.6,5.0,3.6,0.0,2.6,4.8,15.0,2020,15
21,30,0,1,3,9,20.0,20.0,1.2,1.2,14.4,11.8,4.8,3.4,6.6,7.0,0.6,1.6,13.0,14.4,2020,15
0,17,2,2,1,3,80.0,40.0,2.6,0.8,11.4,12.8,5.6,4.2,6.6,6.2,0.6,1.6,12.4,10.8,2020,15
11,1,1,1,1,-10,40.0,0.0,1.4,0.4,11.4,9.8,4.4,2.4,4.8,5.6,0.8,2.2,13.2,15.6,2020,16
16,25,2,2,0,-9,40.0,20.0,1.8,0.4,13.0,7.2,4.0,1.8,5.0,5.4,0.6,1.4,9.2,12.6,2020,16
10,19,0,0,2,6,40.0,60.0,0.8,2.0,14.2,12.2,4.6,5.2,8.0,6.4,1.0,0.4,10.0,12.0,2020,16
26,6,1,1,1,-1,40.0,20.0,0.8,1.0,12.8,10.4,4.2,2.6,4.8,3.4,1.0,0.8,12.6,12.0,2020,16
33,31,2,3,1,-1,40.0,0.0,1.8,0.2,12.8,7.8,4.8,3.0,5.0,5.0,1.8,1.8,12.8,14.2,2020,17
22,7,0,0,2,3,20.0,40.0,0.2,0.6,10.4,6.2,2.2,2.2,4.4,3.6,1.8,1.2,16.0,20.2,2020,18
4,26,0,0,2,-2,20.0,40.0,1.4,2.0,10.4,13.8,2.6,5.4,6.2,6.0,1.8,1.4,12.8,10.0,2020,19
30,16,2,3,0,-5,60.0,0.0,1.6,0.8,13.0,15.0,4.6,3.8,6.2,5.2,1.0,1.8,12.0,9.4,2020,19
6,21,1,0,0,4,20.0,40.0,0.6,1.2,11.2,9.6,3.4,4.2,6.0,4.2,2.6,1.8,16.4,15.2,2020,20
25,11,0,0,1,10,80.0,20.0,1.8,0.6,9.4,9.8,3.8,3.2,6.6,3.4,0.4,2.2,10.0,12.2,2020,20
35,10,2,2,0,-5,60.0,40.0,1.4,0.6,12.8,7.6,3.4,2.2,4.0,3.8,0.4,1.8,6.2,16.8,2020,20
31,18,0,0,4,10,60.0,40.0,1.8,1.4,11.2,17.6,3.6,5.0,3.2,9.0,1.2,1.0,10.6,9.6,2020,21
1,0,2,1,0,13,20.0,40.0,0.6,1.2,10.8,9.4,4.2,4.0,4.8,5.0,1.2,1.4,11.2,13.2,2020,21
19,33,1,1,1,-4,80.0,20.0,3.0,1.6,15.0,13.4,7.0,5.2,5.4,5.8,0.8,1.6,6.8,14.2,2020,22
17,9,2,5,3,-1,80.0,40.0,2.4,1.8,17.8,17.6,6.6,5.4,10.0,8.4,0.8,2.2,6.2,9.8,2020,22
0,31,2,3,2,-6,80.0,0.0,2.2,0.2,9.0,9.6,4.6,3.2,6.0,5.2,0.8,2.2,15.2,14.2,2020,26
7,6,0,1,2,-2,40.0,20.0,1.4,0.6,12.8,8.6,5.6,1.8,3.4,2.6,0.6,0.4,11.8,13.8,2020,26
9,35,2,2,0,-4,100.0,60.0,2.4,1.4,18.4,10.6,8.6,3.6,5.4,4.6,0.4,0.8,5.6,9.4,2020,26
10,30,1,1,1,8,40.0,20.0,0.8,1.2,14.2,8.8,5.0,2.4,6.6,6.4,1.2,1.4,11.4,15.2,2020,26
11,4,0,1,3,-6,20.0,0.0,1.0,0.8,10.4,8.8,3.0,2.8,5.0,3.8,0.8,2.6,14.2,13.4,2020,26
16,19,0,0,2,3,60.0,60.0,1.8,2.0,13.2,13.8,4.6,5.6,6.0,6.2,0.2,0.4,8.8,11.2,2020,26
18,22,2,5,0,-17,100.0,0.0,3.8,0.2,16.8,8.0,7.6,2.8,4.4,2.4,0.2,2.2,7.2,14.6,2020,26
21,17,0,1,3,11,20.0,20.0,1.4,0.8,15.8,14.2,5.0,4.6,6.0,7.4,1.2,2.0,10.8,10.4,2020,26
26,25,2,3,1,-2,40.0,0.0,0.8,0.2,15.0,6.2,5.0,1.4,5.6,5.4,0.8,1.8,12.8,13.0,2020,26
33,1,1,1,1,-8,60.0,0.0,1.8,0.4,12.4,9.2,4.4,1.6,6.0,5.0,1.4,2.0,11.8,14.2,2020,26
12,0,0,0,3,10,40.0,40.0,0.8,1.2,9.6,10.2,2.2,4.0,4.6,6.4,1.6,1.0,14.8,10.8,2020,12
10,26,2,1,0,3,20.0,60.0,0.8,2.2,13.2,15.0,3.6,6.6,6.6,5.4,1.4,0.8,11.2,9.4,2020,12
33,21,0,0,2,3,40.0,40.0,1.4,1.2,11.6,10.4,3.2,4.0,5.2,4.6,1.4,1.6,12.4,13.8,2020,12
32,16,0,0,3,13,20.0,0.0,1.2,0.8,10.2,16.0,3.0,4.2,5.0,6.4,1.8,2.2,11.8,8.6,2020,13
30,11,0,0,1,-6,80.0,40.0,1.8,0.4,11.8,7.4,4.2,2.6,6.2,3.0,0.4,1.6,14.0,12.0,2020,13
6,9,0,1,3,11,20.0,40.0,0.6,2.0,8.6,15.0,2.4,5.2,6.2,5.6,2.4,2.8,16.4,10.0,2020,14
25,35,0,0,2,2,80.0,40.0,1.6,0.8,8.2,8.8,3.2,3.0,5.6,4.2,0.4,0.8,9.4,9.0,2020,14
11,32,2,5,2,-6,20.0,40.0,1.0,0.6,9.8,9.2,3.0,3.0,2.8,3.0,1.2,1.0,14.0,14.8,2020,19
19,10,0,1,3,-11,60.0,20.0,2.6,0.4,13.0,6.6,6.0,2.2,5.2,2.8,1.0,2.2,7.8,14.2,2020,19
0,33,2,2,1,-8,80.0,20.0,2.2,1.4,9.8,14.4,4.8,5.0,5.6,4.8,0.8,1.2,15.6,11.4,2020,19
26,30,0,2,5,5,40.0,20.0,1.0,1.2,12.0,9.2,4.0,2.2,5.6,5.8,1.0,1.2,13.0,14.4,2020,20
21,6,0,0,3,-2,20.0,40.0,1.6,0.8,12.2,9.8,4.6,2.2,4.2,3.6,1.8,0.4,12.0,13.6,2020,20
9,17,0,0,2,3,100.0,40.0,2.4,1.4,17.2,15.6,7.8,5.6,5.4,7.2,0.2,1.6,5.6,8.2,2020,20
16,7,2,4,2,-5,60.0,60.0,1.8,1.0,14.0,9.2,4.6,3.6,6.0,3.8,0.4,1.2,6.6,17.2,2020,20
1,25,2,1,0,8,40.0,0.0,0.8,0.4,9.6,6.2,3.6,1.8,4.0,4.8,1.2,2.4,11.6,12.8,2020,21
35,18,0,1,3,5,60.0,40.0,1.2,2.0,11.2,19.2,3.2,5.6,4.2,9.2,0.4,1.0,6.4,8.0,2020,21
6,19,0,2,3,12,0.0,80.0,0.4,2.2,9.4,12.4,2.0,5.2,5.0,5.2,2.8,0.2,15.8,10.8,2020,26
10,11,0,1,2,2,20.0,60.0,0.8,0.6,12.2,9.8,3.6,3.2,6.4,3.4,1.4,0.8,11.0,10.4,2020,26
32,9,1,3,3,14,20.0,40.0,1.0,2.2,10.4,13.2,2.8,5.2,4.0,4.2,1.6,2.8,11.6,11.0,2020,26
7,26,0,0,1,-1,20.0,40.0,1.0,1.6,12.2,12.4,4.0,5.8,3.2,4.6,1.0,1.0,12.2,8.6,2020,26
30,21,1,1,1,-7,80.0,40.0,1.6,1.4,11.6,10.6,4.6,3.0,5.8,4.4,0.4,1.6,14.6,15.6,2020,27
18,16,0,2,5,-3,100.0,20.0,4.2,1.2,19.0,15.6,7.2,5.2,5.2,6.0,0.2,2.0,7.6,8.4,2020,27
33,35,2,4,0,9,40.0,40.0,1.4,0.8,13.2,9.0,3.4,2.6,5.8,3.8,1.4,0.8,13.4,9.4,2020,27
12,1,0,0,3,1,40.0,0.0,0.6,0.6,9.2,11.0,2.2,2.2,4.8,5.2,1.8,1.8,14.2,10.6,2020,28
17,0,2,3,1,-7,80.0,60.0,3.2,1.6,16.4,10.2,6.6,4.0,8.0,5.6,1.4,0.6,6.8,10.0,2020,28
9,10,2,4,0,-10,80.0,20.0,1.6,0.6,14.8,8.0,6.2,2.8,4.4,2.6,0.6,2.4,8.6,14.4,2020,3
11,6,2,4,2,-3,40.0,60.0,2.0,1.4,11.4,11.0,3.8,3.2,4.8,3.8,1.6,0.4,13.2,12.6,2020,3
21,7,2,3,1,3,0.0,60.0,1.0,1.4,11.0,12.2,3.0,4.6,5.2,4.4,2.4,1.0,13.2,16.2,2020,3
16,33,0,0,3,-11,60.0,20.0,1.8,1.6,13.8,14.4,4.4,4.4,7.2,4.4,0.8,1.4,9.0,11.0,2020,4
26,32,2,2,0,-7,40.0,40.0,1.4,1.0,13.6,8.6,4.8,3.4,5.2,2.0,1.8,1.8,12.0,15.2,2020,4
0,25,2,2,1,-1,80.0,0.0,2.4,0.4,9.4,5.6,5.0,1.8,5.8,4.8,1.0,2.0,15.6,14.0,2020,4
35,12,2,1,0,-11,60.0,20.0,1.4,1.2,11.0,12.0,3.2,4.6,4.6,4.0,1.0,2.4,7.8,15.4,2020,4
19,30,0,1,6,-3,40.0,40.0,2.4,2.0,13.2,8.4,5.6,3.0,6.6,5.2,1.6,1.4,9.2,13.0,2020,4
1,17,2,7,2,16,60.0,60.0,0.8,1.8,11.6,17.2,3.2,6.2,5.6,8.2,0.8,1.6,8.6,7.4,2020,4
11,17,1,2,2,11,40.0,60.0,2.4,2.2,12.2,17.8,4.6,7.2,4.8,9.0,1.8,2.2,12.4,8.2,2020,17
9,26,1,3,3,-7,80.0,40.0,2.0,1.2,15.2,11.2,5.4,4.6,5.0,4.4,0.4,0.8,7.2,9.0,2020,17
18,0,2,1,0,-6,80.0,40.0,3.6,1.4,18.4,9.0,6.8,3.6,5.2,5.0,1.2,1.2,8.8,11.8,2020,17
21,19,0,1,4,10,20.0,100.0,1.4,2.6,10.4,11.4,3.4,4.6,4.6,4.2,2.4,0.4,11.8,12.4,2020,17
25,12,1,1,1,-9,40.0,20.0,0.8,1.0,9.4,12.8,2.6,4.4,6.8,3.4,0.8,2.0,10.8,14.6,2020,18
10,6,1,1,1,-1,20.0,60.0,1.0,1.8,10.4,11.2,3.0,3.4,6.0,4.4,1.6,1.2,11.4,12.6,2020,18
30,33,1,3,3,-10,60.0,40.0,1.4,2.2,13.2,15.2,6.2,5.2,6.0,4.4,0.6,1.0,13.8,8.8,2020,18
16,1,0,0,1,-12,60.0,20.0,1.8,1.2,12.4,12.6,4.0,3.0,7.2,5.8,1.4,1.0,9.8,10.8,2020,18
32,7,1,0,0,8,20.0,40.0,1.4,1.4,10.6,12.0,2.8,4.4,4.4,5.0,1.8,1.6,13.8,14.8,2020,19
33,18,1,1,1,14,40.0,60.0,1.6,2.6,14.2,23.0,4.0,7.0,5.6,8.8,1.0,0.6,12.2,7.0,2020,24
12,10,0,1,2,4,40.0,20.0,0.6,0.6,11.4,8.2,2.8,2.8,5.8,3.6,2.0,2.4,11.8,13.6,2020,24
19,9,1,0,0,-1,20.0,40.0,2.0,2.4,11.2,14.2,4.8,6.0,5.0,5.4,2.8,2.8,12.8,10.8,2020,24
17,25,2,2,1,-8,80.0,0.0,3.0,0.6,16.4,6.0,6.8,2.0,8.2,4.6,1.6,1.8,7.0,12.2,2020,24
26,11,2,2,0,-1,60.0,60.0,1.8,0.8,13.8,9.4,5.6,3.2,5.4,3.6,1.4,1.0,11.0,10.2,2020,25
35,21,1,1,1,-6,60.0,20.0,1.4,0.8,11.8,9.4,3.8,1.8,4.6,4.6,1.0,1.6,9.0,17.8,2020,25
0,16,0,0,1,3,80.0,40.0,2.0,2.0,8.0,14.0,4.4,6.0,5.0,5.8,1.2,2.0,15.2,10.2,2020,25
6,32,1,1,1,-3,0.0,40.0,0.8,0.8,11.4,7.4,2.6,2.6,5.6,1.8,2.8,1.8,14.8,14.4,2020,26
7,30,0,0,1,4,20.0,60.0,0.8,3.0,10.0,11.0,2.8,4.2,4.2,4.8,1.0,1.0,10.6,12.6,2020,26
35,10,2,2,0,-7,60.0,40.0,1.6,1.0,13.0,9.6,4.2,4.6,4.4,3.0,0.8,2.0,8.4,13.8,2020,30
25,18,0,0,1,7,20.0,60.0,0.8,2.8,10.0,20.6,3.2,7.2,6.0,8.2,1.0,0.6,12.6,6.6,2020,31
7,9,0,0,3,6,0.0,20.0,0.6,1.8,10.8,12.6,2.6,5.0,4.8,4.8,1.2,2.4,10.4,11.0,2020,31
17,33,2,2,1,-15,80.0,40.0,3.0,2.4,18.6,14.4,7.0,4.6,8.2,5.0,1.8,1.2,7.8,8.8,2020,31
1,26,0,3,4,6,80.0,40.0,2.2,1.6,13.6,10.4,5.8,5.0,6.2,3.8,1.0,1.2,12.2,9.0,2020,1
21,11,2,2,1,1,20.0,60.0,1.2,0.8,9.6,8.4,3.4,3.0,3.4,3.4,2.8,1.2,14.0,10.2,2020,1
19,0,0,0,1,-5,0.0,20.0,1.0,1.0,10.2,9.6,3.6,3.2,5.2,5.2,2.4,1.4,12.6,12.4,2020,1
30,6,2,2,1,-9,40.0,40.0,1.8,1.8,13.0,13.6,7.0,3.6,5.6,5.0,1.2,1.4,14.2,10.4,2020,1
12,32,2,2,0,0,20.0,20.0,0.4,0.8,12.2,7.2,2.4,2.4,5.2,1.4,2.4,2.0,13.0,12.6,2020,2
6,7,1,0,0,5,0.0,20.0,0.8,1.2,10.0,12.2,2.8,4.4,5.6,4.8,2.4,1.6,12.8,13.2,2020,6
26,21,2,2,0,-2,60.0,20.0,2.0,1.0,14.6,9.2,6.0,2.0,5.8,5.0,1.4,0.8,7.0,16.4,2020,6
11,19,0,1,3,9,40.0,100.0,2.6,2.8,12.2,14.6,4.8,6.2,4.6,4.6,2.0,0.6,13.4,12.2,2020,7
9,25,2,4,1,-5,60.0,0.0,2.0,0.6,13.2,6.6,4.6,1.8,5.2,3.4,1.0,2.0,8.4,13.8,2020,7
33,12,2,1,0,-2,40.0,20.0,1.8,1.0,11.2,12.4,3.4,4.2,4.0,3.6,1.0,1.4,13.4,13.6,2020,7
32,30,0,0,1,12,20.0,80.0,1.2,3.2,10.2,11.0,3.4,4.8,5.0,3.4,1.6,1.0,14.2,13.4,2020,8
16,35,2,1,0,-2,40.0,40.0,1.2,0.8,11.6,9.6,4.2,3.0,7.0,4.4,1.6,1.4,10.4,11.4,2020,8
18,17,1,1,1,1,80.0,40.0,3.0,2.0,18.2,18.4,6.6,7.2,5.8,8.0,1.2,2.4,8.8,8.0,2020,8
0,1,0,0,3,-9,80.0,40.0,1.8,1.2,8.2,11.8,3.8,3.4,4.8,5.4,1.2,0.8,13.8,10.4,2020,8
21,9,0,0,2,9,40.0,40.0,1.4,2.4,7.4,12.4,3.0,6.0,3.4,4.4,2.4,1.8,15.4,10.2,2020,21
1,6,0,1,2,2,60.0,40.0,2.4,1.8,15.0,12.8,6.0,3.6,7.4,5.6,1.8,1.6,12.2,8.0,2020,21
30,18,2,2,0,4,40.0,60.0,1.8,2.0,11.8,18.6,5.8,7.2,5.2,7.8,1.2,0.6,12.8,7.0,2020,21
19,32,2,1,0,-15,0.0,0.0,0.6,0.6,10.2,7.4,3.2,2.2,5.6,1.6,2.2,2.4,12.2,11.8,2020,21
12,11,0,2,3,6,20.0,60.0,0.6,1.0,13.2,10.2,3.2,3.4,4.2,3.8,2.4,1.0,12.4,9.6,2020,22
25,33,0,0,1,-7,0.0,20.0,0.2,1.8,9.2,11.4,2.6,3.8,5.6,4.2,1.2,1.6,12.8,8.4,2020,22
17,16,2,3,0,-4,100.0,80.0,3.2,2.6,15.8,12.0,6.2,6.0,6.0,5.6,1.8,1.2,7.4,10.6,2020,22
7,10,2,1,0,-4,0.0,40.0,0.4,1.0,10.0,10.0,1.8,4.0,4.8,4.0,1.6,2.0,11.2,14.4,2020,23
35,26,1,1,1,-4,60.0,60.0,1.4,2.0,13.2,10.4,3.8,4.8,4.8,2.8,0.8,1.4,9.4,11.2,2020,23
10,21,0,0,2,1,40.0,20.0,1.6,0.8,7.4,8.4,2.6,1.6,5.2,4.8,1.0,0.8,11.0,16.0,2020,27
6,17,1,1,1,14,0.0,40.0,0.8,2.0,13.2,15.6,3.4,6.2,6.2,5.8,1.4,2.2,8.4,8.8,2020,28
18,7,2,5,0,-8,60.0,20.0,2.2,1.0,15.0,11.8,5.2,4.2,4.4,4.2,1.4,1.4,9.6,12.4,2020,28
32,25,2,1,0,9,20.0,0.0,0.8,0.8,10.0,6.8,2.6,2.2,5.4,3.8,1.4,2.4,16.2,14.8,2020,28
26,19,0,2,3,8,80.0,100.0,2.2,2.8,13.4,14.4,6.4,6.0,5.8,4.0,1.2,0.8,5.8,11.8,2020,29
9,30,1,0,0,-2,60.0,80.0,2.6,2.8,12.8,13.2,5.2,4.8,4.8,3.8,1.2,0.8,9.2,11.4,2020,29
0,35,0,1,2,1,60.0,40.0,1.4,0.6,10.2,8.2,3.8,2.4,5.0,3.4,1.6,1.4,12.0,11.6,2020,29
16,12,0,1,2,-13,40.0,0.0,1.0,0.8,10.6,11.6,3.4,3.8,6.4,3.2,1.6,1.6,10.8,13.8,2020,30
33,1,2,2,1,-1,40.0,60.0,1.4,1.8,12.4,13.0,4.0,4.0,4.0,6.0,0.8,0.4,13.2,11.8,2020,30
7,11,1,1,1,-2,20.0,60.0,0.4,1.4,10.2,11.0,2.4,4.4,5.0,4.6,1.4,1.4,11.4,10.8,2020,5
18,12,2,2,0,-16,60.0,20.0,2.8,1.2,17.2,12.4,5.6,4.4,5.0,4.0,1.2,1.6,8.4,13.2,2020,5
33,19,0,1,3,13,60.0,100.0,1.6,3.0,11.6,14.0,4.2,6.2,4.6,4.4,0.8,1.2,13.8,11.2,2020,5
9,15,2,3,1,-14,40.0,60.0,2.2,1.8,13.2,16.4,5.2,6.2,4.8,4.0,1.2,1.6,9.2,14.6,2020,5
32,10,0,1,5,4,20.0,40.0,0.8,1.0,11.6,11.6,3.6,4.4,7.2,5.0,1.4,1.8,16.8,14.2,2020,6
25,16,0,1,2,4,0.0,80.0,0.2,2.6,9.4,9.4,3.6,5.6,4.6,3.6,1.2,1.2,14.8,14.0,2020,6
30,0,2,2,0,-2,40.0,40.0,1.6,1.0,11.2,8.8,5.6,3.2,4.4,3.6,1.2,0.8,12.4,14.4,2020,6
17,35,2,4,0,-6,100.0,60.0,2.8,1.0,18.6,9.4,7.4,3.2,6.8,3.6,1.2,1.2,7.6,12.0,2020,6
6,26,0,1,2,4,0.0,40.0,1.0,1.8,13.2,8.6,3.4,3.6,5.2,2.4,1.6,1.6,7.2,13.0,2020,7
15,33,0,1,2,2,20.0,40.0,1.2,1.8,14.2,12.0,4.8,3.8,7.0,4.8,1.8,1.4,12.6,8.0,2020,11
35,1,0,0,1,-10,40.0,60.0,1.2,1.8,15.0,13.2,4.6,5.0,5.2,6.4,1.0,0.6,9.4,11.2,2020,12
21,32,2,2,1,-5,40.0,0.0,1.2,0.6,8.4,7.4,2.8,2.4,4.4,1.6,2.2,2.2,15.4,13.0,2020,12
19,18,1,0,0,1,20.0,40.0,0.6,1.2,11.4,17.8,3.8,6.2,6.8,8.2,2.0,1.0,11.2,7.4,2020,12
11,9,2,1,0,8,40.0,60.0,2.4,2.2,12.2,13.2,5.4,5.6,5.0,5.2,2.0,0.8,15.0,9.8,2020,12
26,25,2,3,0,2,60.0,0.0,2.0,0.6,12.8,10.0,6.6,2.6,5.0,5.4,1.6,2.0,7.8,15.6,2020,13
10,30,1,1,1,8,40.0,80.0,1.4,2.6,7.2,12.8,2.8,4.6,5.2,4.0,1.2,0.6,12.4,11.4,2020,13
12,17,1,1,1,17,20.0,20.0,1.0,1.6,12.8,14.0,4.0,5.4,3.6,5.6,2.2,2.2,11.6,10.4,2020,13
0,7,0,0,1,-2,40.0,0.0,1.0,0.6,10.2,9.0,3.2,2.8,5.8,3.4,1.6,2.4,10.4,15.0,2020,13
16,6,2,3,0,-10,40.0,40.0,1.2,1.8,11.0,11.4,3.4,3.4,7.0,4.8,1.6,1.6,11.4,8.4,2020,13
35,9,2,2,1,3,40.0,40.0,1.0,1.6,16.2,13.2,5.8,5.2,5.4,5.8,0.6,0.8,9.2,9.0,2020,15
18,32,1,1,1,-16,60.0,0.0,2.2,0.4,14.2,8.8,4.8,2.2,5.0,2.0,1.2,1.6,8.6,12.0,2020,15
0,26,1,1,1,-3,20.0,60.0,0.6,2.2,12.4,8.8,3.8,3.2,7.0,2.4,1.6,1.6,9.6,14.4,2020,16
15,21,2,5,2,5,0.0,40.0,0.6,1.2,14.8,8.8,4.8,2.8,7.0,4.0,1.6,0.8,13.6,16.2,2020,16
16,11,0,0,2,-7,40.0,40.0,1.0,1.4,11.2,10.6,3.4,4.8,5.8,4.8,1.2,1.6,10.6,10.6,2020,16
12,6,1,0,0,3,20.0,20.0,1.2,1.2,13.8,11.2,4.6,3.0,4.4,5.6,1.8,2.2,11.4,10.2,2020,16
17,30,2,2,1,-5,100.0,60.0,2.8,1.8,16.4,13.8,7.4,4.6,5.8,5.0,0.6,0.4,8.2,11.8,2020,16
33,10,1,1,1,2,60.0,40.0,1.8,1.4,12.4,12.4,4.8,4.6,4.0,5.6,1.0,1.8,13.8,13.4,2020,16
1,7,1,0,0,7,40.0,20.0,2.4,0.4,16.4,7.8,6.2,2.2,8.2,3.4,2.2,1.6,12.2,15.8,2020,17
25,19,0,2,3,6,0.0,100.0,0.4,3.2,8.4,15.6,3.4,6.8,3.4,4.6,1.2,1.4,15.2,12.2,2020,17
10,17,0,0,7,13,20.0,0.0,1.4,1.4,9.4,12.8,3.2,5.4,4.6,5.0,1.4,2.4,13.4,11.4,2020,19
26,18,0,0,1,9,80.0,20.0,2.2,0.6,13.2,16.8,6.4,4.8,6.0,7.6,0.6,0.8,6.6,7.6,2020,19
11,0,2,2,1,4,40.0,20.0,1.6,0.4,10.6,8.4,4.8,2.4,4.0,4.8,1.6,1.2,15.8,14.6,2020,19
21,12,1,1,1,-5,60.0,20.0,1.6,0.6,9.6,10.8,4.2,3.4,3.8,4.0,1.8,1.2,15.4,14.4,2020,19
6,25,1,1,1,6,0.0,0.0,1.0,0.6,13.0,9.8,3.6,2.4,5.2,5.4,1.4,2.4,7.2,15.2,2020,20
30,16,0,0,2,1,60.0,80.0,2.0,2.4,10.6,9.4,5.2,5.0,4.0,3.6,1.0,1.4,11.6,13.4,2020,20
19,15,2,6,2,-15,20.0,60.0,0.4,1.4,11.0,16.8,3.4,6.2,5.8,4.8,1.4,1.4,10.2,14.8,2020,20
32,1,0,0,3,1,20.0,80.0,1.0,1.8,12.0,13.2,4.2,4.6,7.6,6.6,1.8,0.4,17.8,12.4,2020,20
7,35,2,2,1,3,20.0,40.0,0.4,0.6,9.2,9.0,2.6,3.0,5.4,3.8,1.2,2.0,11.2,12.4,2020,21
9,33,2,3,0,-12,60.0,60.0,2.8,2.0,16.8,13.0,6.8,4.8,6.2,5.0,1.0,1.2,7.2,9.2,2020,21
16,19,1,2,2,2,40.0,100.0,1.0,3.2,13.2,17.0,3.8,7.8,5.4,5.0,1.0,1.4,10.0,11.0,2020,26
1,10,2,3,0,3,20.0,40.0,2.2,1.6,18.2,13.2,7.2,5.0,8.4,5.2,2.2,1.2,12.6,11.8,2020,26
12,26,1,0,0,7,20.0,40.0,1.2,2.2,12.4,10.4,4.8,3.6,3.6,3.4,1.2,1.8,10.8,14.2,2020,26
0,9,2,3,1,4,0.0,40.0,0.4,1.2,13.0,11.4,3.6,3.8,7.0,5.2,1.6,0.6,11.0,9.6,2020,26
18,21,2,2,0,-11,60.0,20.0,2.0,1.2,16.2,7.8,5.2,3.2,7.0,3.4,0.4,1.8,8.2,18.2,2020,26
25,11,0,0,1,-3,0.0,40.0,0.8,1.4,8.0,10.8,3.8,5.0,3.6,4.8,1.6,1.4,14.6,11.8,2020,26
15,7,2,1,0,8,20.0,20.0,1.4,0.2,17.4,7.6,5.4,2.4,7.0,2.8,1.8,1.0,11.0,19.2,2020,27
33,6,1,2,2,1,40.0,20.0,1.2,0.8,11.2,10.8,3.8,3.2,4.8,5.2,1.2,1.4,13.2,9.8,2020,27
17,32,1,1,1,-17,100.0,0.0,2.6,0.6,15.6,8.8,8.0,2.0,5.8,2.2,0.6,1.4,9.0,14.6,2020,27
35,30,1,1,1,1,40.0,40.0,1.2,0.8,15.8,11.0,5.6,3.4,5.2,5.0,0.8,0.6,9.8,14.2,2020,27
10,16,1,1,1,9,20.0,80.0,1.2,1.8,8.8,11.4,3.6,4.4,4.2,3.4,2.4,1.0,14.2,11.8,2020,28
9,1,1,1,1,-13,60.0,80.0,2.6,1.8,15.6,14.6,7.0,5.6,5.6,7.4,1.0,0.4,7.6,9.4,2020,28
6,0,0,0,1,7,0.0,20.0,0.8,0.4,13.6,10.2,3.6,2.2,6.6,4.8,1.0,1.0,6.8,12.2,2020,29
7,25,2,1,0,1,40.0,0.0,0.8,0.6,9.2,9.6,3.0,2.6,4.0,5.0,1.2,2.2,13.2,18.2,2020,29
26,33,1,0,0,-5,60.0,40.0,1.8,1.4,12.4,11.4,5.6,3.6,6.2,5.0,0.8,1.8,7.8,10.6,2020,29
32,15,0,0,5,0,20.0,40.0,0.4,1.6,10.4,16.8,3.8,5.0,7.2,6.0,1.8,2.6,17.2,17.2,2020,29
19,35,2,1,0,-4,40.0,40.0,1.4,0.8,15.2,9.8,5.8,3.2,7.6,4.6,0.6,1.6,9.2,11.4,2020,29
21,17,1,0,0,12,40.0,20.0,1.2,2.4,10.0,12.8,4.2,5.4,3.6,4.4,1.8,1.0,16.2,8.8,2020,30
11,33,0,0,1,-4,40.0,40.0,1.2,0.8,10.2,10.4,4.0,3.4,4.2,4.2,1.4,1.2,16.2,10.0,2021,1
19,1,2,2,1,-14,60.0,60.0,1.6,1.8,14.6,14.6,5.6,5.2,6.2,6.8,0.6,0.6,9.8,10.4,2021,1
30,15,2,3,0,-12,60.0,40.0,1.8,2.0,7.6,14.2,3.4,4.4,3.0,7.0,1.2,2.6,13.8,15.6,2021,2
10,25,2,2,0,5,20.0,0.0,1.2,0.4,9.4,8.4,3.6,2.8,4.2,5.4,2.4,2.0,13.6,15.8,2021,2
6,35,1,3,3,8,0.0,20.0,0.6,0.6,15.2,10.2,3.4,3.6,6.4,4.4,1.0,1.8,7.2,11.0,2021,2
